NAME,SMILES,Set,Obs,stdMW,nTA,SCBO,RBN,nDB,nH,nN,nO,nHM,nHet,H%,C%,N%,O%,X%,nCsp3,max_conj_path,nCIR,nIR,nFR,NRS,nRingAtoms,nR05,nR06,nR09,nR10,D/Dtr05,D/Dtr06,X3,X4,X2v,X4v,X2sol,X5sol,RDCHI,Eta_C,Eta_F,Eta_D_beta,nCp,nCs,nCt,nCrs,nCrt,nCar,nCbH,nCb-,nCconj,nR=Cs,nRCONHR,nArCONHR,nCONN,nArNHR,nArOR,nCR2X2,nCRX3,nArX,nPyrazoles,nPyridines,nHAcc,C-001,C-002,C-003,C-005,C-006,C-008,C-011,C-012,C-016,C-025,C-026,C-027,C-028,C-029,C-032,C-033,C-034,C-040,C-041,C-043,H-046,H-047,H-048,H-049,H-051,H-052,O-056,O-058,O-060,N-067,N-070,N-072,N-073,N-074,F-084,S-107,SsCH3,SssCH2,SdsCH,SaaCH,SsssCH,SdssC,SaasC,SaaaC,SssssC,SssNH,SsssN,SaaN,SaasN,SdO,SaaO,SsF,SsCl,NssCH2,NdsCH,NaaCH,NsssCH,NdssC,NaasC,NaaaC,NssNH,NsssN,NdsN,NaasN,NsOH,NssO,minssCH2,minaaCH,mindssC,minaasC,minssNH,minsssN,minsF,gmin,MaxsCH3,MaxssCH2,MaxdsCH,MaxaaCH,MaxsssCH,MaxdssC,MaxaasC,MaxssssC,MaxsNH2,MaxdsN,MaxaaN,MaxsOH,MaxdO,MaxssO,gmax,T(N..N),T(N..O),T(N..S),T(N..F),T(N..Cl),T(O..O),T(O..S),T(O..F),T(O..Cl),T(S..F),T(F..F),T(F..Cl),B01[C-O],B01[C-S],B01[N-N],B02[C-O],B02[C-S],B02[N-N],B02[N-O],B02[N-S],B02[O-O],B03[C-O],B03[N-N],B03[N-O],B03[N-S],B03[N-F],B03[O-O],B03[O-F],B03[F-F],B04[C-O],B04[N-N],B04[N-O],B04[N-S],B04[N-F],B04[O-O],B04[O-F],B04[F-F],B05[C-O],B05[C-F],B05[N-N],B05[N-O],B05[N-F],B05[O-O],B05[O-F],B06[C-O],B06[C-S],B06[C-F],B06[N-N],B06[N-O],B06[N-F],B06[O-O],B06[O-F],B06[F-F],B07[C-N],B07[C-O],B07[C-S],B07[N-O],B07[N-F],B07[O-O],B07[O-F],B08[C-N],B08[C-O],B08[C-S],B08[C-F],B08[N-O],B08[N-F],B08[O-F],B09[C-C],B09[C-N],B09[C-O],B09[C-F],B09[N-O],B09[N-F],B09[O-F],B10[C-C],B10[C-N],B10[C-O],B10[C-F],B10[N-F],B10[O-F],F01[C-N],F01[C-O],F01[C-S],F01[N-N],F01[N-O],F02[C-C],F02[C-N],F02[C-O],F02[C-S],F02[C-F],F02[N-N],F02[N-O],F02[N-S],F02[O-O],F02[F-F],F03[C-N],F03[C-O],F03[C-S],F03[C-F],F03[C-Cl],F03[N-N],F03[N-O],F03[N-S],F03[N-F],F03[N-Cl],F03[O-O],F03[O-F],F03[F-F],F04[C-C],F04[C-N],F04[C-O],F04[C-S],F04[C-F],F04[C-Cl],F04[N-N],F04[N-O],F04[N-S],F04[N-F],F04[O-O],F04[O-S],F04[O-F],F04[F-F],F05[C-N],F05[C-O],F05[C-S],F05[C-F],F05[C-Cl],F05[N-N],F05[N-O],F05[N-F],F05[O-O],F05[O-F],F05[S-F],F05[F-F],F06[C-C],F06[C-N],F06[C-O],F06[C-S],F06[C-F],F06[C-Cl],F06[N-N],F06[N-O],F06[N-F],F06[O-O],F06[O-S],F06[O-F],F07[C-N],F07[C-O],F07[C-S],F07[C-F],F07[C-Cl],F07[N-N],F07[N-O],F07[N-F],F07[O-O],F07[O-F],F07[S-F],F08[C-C],F08[C-N],F08[C-O],F08[C-S],F08[C-F],F08[C-Cl],F08[N-N],F08[N-O],F08[N-F],F08[O-O],F08[O-F],F09[C-N],F09[C-O],F09[C-S],F09[C-F],F09[C-Cl],F09[N-O],F09[N-F],F09[O-O],F09[O-F],F10[C-C],F10[C-N],F10[C-O],F10[C-S],F10[C-F],F10[C-Cl],F10[N-O],F10[N-F],F10[O-O],F10[O-F],F10[F-F],Uc,Hy,TPSA(NO),TPSA(Tot),LOGP99,ESOL,SAacc,SAdon,Vx,SAscore
439,N/C(=N\OC(=O)CCn1cccc(C(F)(F)F)c1=O)c1ccc(OC(F)(F)F)cc1,Train,0,6.539866372,9,39,7,5,13,3,4,0,13,30.23255814,39.53488372,6.976744186,9.302325581,13.95348837,4,8,2,2,0,2,12,0,2,0,0,0,243.6961139,9.322924024,7.336646878,5.680172306,2.166209791,9.953593982,4.297562392,4.039438008,24.06684647,34.26281861,-5.75,1,1,0,0,0,6,4,2,6,2,0,0,0,0,1,0,1,0,0,0,13,0,1,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,8,1,0,2,0,0,2,2,0,0,1,0,1,0,0,0,-0.892016685,2.706434962,4.200429419,0,-4.043524247,-0.380559052,0,-9.696132494,0,0.69100127,0,0,23.4448152,0,74.42906445,0,2,3,4,0,4,2,0,0,1,1,0,0,2,-0.489724585,0.96535698,-1.376312859,-0.497616753,0,0.69100127,12.10550232,-4.862833487,0,-0.4022921,1.076443348,1.13485773,0,-0.348940368,0.1170577,-4.833299007,5.549262195,3.304565815,0,0,11.75620136,4.503348096,12.70418583,14,60,0,159,0,43,0,216,0,0,165,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,5,5,0,0,1,18,6,6,0,3,1,1,0,1,6,8,9,0,9,0,0,2,0,0,0,0,0,0,12,6,6,0,9,0,0,2,0,3,0,0,3,0,3,9,0,12,0,1,1,0,0,0,0,0,8,4,7,0,6,0,0,2,0,2,0,0,5,6,0,6,0,1,1,0,1,0,0,7,6,4,0,0,0,0,0,6,0,6,4,2,0,0,0,1,3,1,3,11,3,4,0,6,0,0,0,0,0,0,3.584962501,0.408029172,95.91,95.91,2.983399943,-4.383043175,217.6905486,32.89718747,428.986711,3.956844116
440,Cc1nc(C(F)(F)F)c(C(=O)Sc2cccc(C(F)(F)F)c2)s1,Train,0,8.222798032,8,30.5,3,1,7,1,1,2,10,23.33333333,43.33333333,3.333333333,3.333333333,20,3,7,2,2,0,2,11,1,1,0,0,70.20969586,81.33266456,7.403609748,5.950271032,6.572998248,3.406515606,8.999020558,4.569319344,3.24917428,19.98213367,22.7095665,-2.25,3,0,0,0,0,9,4,2,1,0,0,0,0,0,0,0,2,0,0,0,8,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,4,0,0,3,0,0,1,0,0,0,0,0,0,0,2,1.311139098,0,0,3.8295987,0,-0.997917139,-2.969409722,0,-9.400838871,0,0,3.280762314,0,12.00802201,0,76.24860695,0,0,0,4,0,1,5,0,0,0,0,0,0,0,0,0.712024754,-0.997917139,-1.31530002,0,0,12.60107613,-4.801457152,1.311139098,0,0,1.221191421,0,-0.997917139,0.046590031,-4.599381719,0,0,3.280762314,0,12.00802201,0,12.81512619,0,4,6,36,0,0,5,36,0,66,102,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,2,1,4,0,0,13,3,1,6,6,0,0,1,0,6,1,2,4,9,0,0,0,0,3,0,0,0,0,8,0,4,5,12,0,0,1,1,0,0,0,0,0,1,3,3,6,0,0,0,0,0,3,6,0,9,2,2,2,6,0,0,0,0,0,0,0,2,0,2,9,0,0,0,0,0,3,0,6,2,0,0,9,0,0,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,9,3.700439718,-0.557648157,29.96,83.5,5.421619967,-5.466398792,131.6911362,0,341.5614618,3.928733305
441,CC1=NN(C(=O)c2ccc(C)cc2)C(O)(C(F)(F)OC(F)(F)F)C1,Train,0,6.757518513,9,30,3,2,13,2,3,0,10,35.13513514,37.83783784,5.405405405,8.108108108,13.51351351,6,8,2,2,0,2,11,1,1,0,0,74.64184704,80.36162449,8.204276214,6.893169687,5.376222435,2.205492462,8.434590065,3.982199072,3.20253983,22.73869466,25.15637761,-6.5,2,2,0,2,0,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,10,2,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,3,4,0,0,5,0,1,1,0,0,0,1,0,1,0,0,2.907869646,-0.992379614,0,5.570050784,0,-1.330360502,0.647160914,0,-14.42089175,0,-0.070694444,0,0,12.32040627,0,64.46605882,0,1,0,4,0,2,2,0,0,1,1,0,1,1,-0.992379614,1.281764101,-1.180741213,-0.124737339,0,-0.070694444,12.21318674,-5.713986754,1.716341816,-0.992379614,0,1.503261291,0,-0.149619289,0.771898254,-3.588717522,0,3.459792139,0,10.11438413,12.32040627,2.745270272,13.9132493,0,17,0,47,0,12,0,62,0,0,32,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,3,4,0,1,0,15,8,4,0,2,0,2,0,0,4,5,6,0,7,0,0,3,0,2,0,1,2,0,10,5,10,0,7,0,0,1,0,2,1,0,0,6,4,6,0,7,0,0,0,3,1,5,0,0,11,2,6,0,10,0,0,0,3,0,0,0,1,3,0,10,0,0,0,0,0,3,0,6,0,2,0,8,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,3.169925001,-0.136286475,62.13,62.13,3.034620017,-4.146290504,173.2935237,42.68334316,350.9468439,4.674470213
443,Fc1ccc(N2CCN(c3ccc4c(C(F)(F)F)cc(C(F)(F)F)nc4n3)CC2)cc1,Train,0,6.530486932,7,42.5,2,0,15,4,0,0,11,32.60869565,43.47826087,8.695652174,0,15.2173913,6,10,5,2,2,3,22,0,4,0,1,0,373.2296338,11.27179379,9.043566835,7.041705303,3.496222271,10.62387652,6.294313019,4.05387231,26.55433652,35.39471391,-4.25,2,0,0,0,0,14,4,2,0,0,0,0,0,0,0,0,2,1,0,2,11,0,0,0,0,4,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.909013133,0,8.412425259,0,0,-2.361258779,-1.102025625,-10.01604317,0,3.757360869,7.341527895,0,0,0,92.22566708,0,4,0,7,0,0,5,2,0,2,0,0,0,0,0.431520455,0.005111365,0,-1.640644332,0,1.758598356,13.07132651,-5.035061219,0,0.522986111,0,1.639405208,0,0,0.818356795,-4.980981948,0,0,4.00331141,0,0,0,13.30809049,23,0,0,191,0,0,0,0,0,0,156,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,10,0,0,0,0,24,12,0,0,8,2,0,0,0,6,12,0,0,11,0,1,0,0,3,0,0,0,0,21,11,0,0,16,0,1,0,0,0,0,0,0,0,7,0,0,12,0,1,0,10,0,0,0,0,12,10,0,0,11,0,0,0,0,0,0,0,4,0,0,5,0,1,0,6,0,0,0,14,5,0,0,12,0,0,0,1,0,0,6,0,0,13,0,0,0,0,0,11,2,0,0,1,0,0,7,0,0,0,4.169925001,-0.639251137,32.26,32.26,5.133099921,-6.483676317,144.5404798,0,443.6212625,3.708305393
447,CNc1nc(OCC(F)(F)F)nc(OCC(F)(F)F)n1,Train,0,6.876385478,7,23,5,0,8,4,2,0,12,28.57142857,28.57142857,14.28571429,7.142857143,21.42857143,5,6,1,1,0,1,6,0,1,0,0,0,75.0952381,5.182521985,3.781900245,3.28187079,0.87167485,5.290781552,2.425972289,3.04876934,14.24296014,19.7898775,-7,2,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,2,0,0,0,12,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1.301993811,-3.391114182,0,0,0,0,-1.910140779,0,-9.278915344,2.317339853,0,9.946011905,0,0,0,71.62069633,0,2,0,0,0,0,3,0,1,0,0,0,0,2,-1.695557091,0,0,-0.806620843,2.317339853,0,11.93678272,-4.639457672,1.301993811,-1.695557091,0,0,0,0,-0.296899093,-4.639457672,0,0,3.382589286,0,0,4.197064201,11.93678272,14,24,0,144,0,4,0,60,0,0,102,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,4,0,0,0,6,0,2,0,6,5,4,0,0,6,11,4,0,0,0,0,0,0,0,0,0,6,0,6,4,0,0,6,0,1,4,0,0,1,0,0,0,5,4,0,0,0,0,0,12,0,0,0,0,3,4,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2.807354922,0.073134232,69.16,69.16,1.795499869,-3.337980827,180.1277947,18.01075068,269.1694352,3.872548707
448,O=C(NCCCCCCCCCNC(=O)C(F)(F)F)C(F)(F)F,Train,0,7.090479478,8,24,10,2,20,2,2,0,10,46.51162791,30.23255814,4.651162791,4.651162791,13.95348837,11,0,0,0,0,0,0,0,0,0,0,0,0,6.231069373,3.004509841,4.982193553,1.738168176,6.547024485,1.531474414,3.543781805,22.86812541,15.99247112,-11,2,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,10,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,4,0,0,0,4,0,2,0,0,0,2,0,0,0,0,0,4.413174307,0,0,0,-3.891844522,0,0,-9.719180489,3.536225095,0,0,0,20.94731506,0,71.04764388,0,9,0,0,0,2,0,0,2,0,0,0,0,0,-0.039863878,0,-1.945922261,0,1.768112548,0,11.84127398,-4.859590244,0,0.792097742,0,0,0,-1.945922261,0,-4.859590244,0,0,0,0,10.47365753,0,11.84127398,10,28,0,96,0,14,0,108,0,0,156,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,4,2,0,0,0,9,4,2,0,6,0,2,0,0,6,2,2,0,0,0,0,0,0,6,0,0,6,0,9,2,2,0,6,0,0,0,0,0,0,0,0,0,2,2,0,6,0,0,0,0,0,0,0,0,7,2,2,0,6,0,0,0,0,0,0,0,2,2,0,6,0,0,0,0,0,0,0,5,2,2,0,6,0,0,0,0,0,0,2,2,0,6,0,0,0,0,0,4,0,2,0,6,0,0,0,0,0,0,1.584962501,0.492823913,58.2,58.2,3.074100047,-3.303593256,176.0720351,36.02150137,378.2225914,3.187881991
450,O=C(NCC(F)(F)F)c1[nH]c(C(F)(F)F)nc1-c1ccccc1,Train,0,6.576702949,7,30.5,3,1,9,3,1,0,10,28.125,40.625,9.375,3.125,18.75,3,13,2,2,0,2,11,1,1,0,0,70.17698413,75.27380397,7.223964747,5.44339055,4.47065658,1.745616018,7.068334572,3.681173943,3.280271115,17.01079319,25.07681741,-3.75,2,0,0,0,0,9,5,1,1,0,0,1,0,0,0,0,2,0,0,0,9,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,7,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,-1.666235906,0,7.348512873,0,-1.329464758,-2.365467687,0,-9.554031439,1.511300784,0,3.294580026,0,11.77607474,0,74.5773268,0,1,0,5,0,1,4,0,1,0,0,0,0,0,-1.666235906,1.385779597,-1.329464758,-1.464340986,1.511300784,0,12.12911578,-4.868960813,0,-1.666235906,0,1.587521045,0,-1.329464758,0.163341364,-4.685070625,0,0,3.294580026,0,11.77607474,0,12.72999315,9,9,0,84,0,0,0,33,0,0,93,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,6,1,0,0,0,13,8,1,0,6,1,1,0,0,6,5,2,0,0,0,1,1,0,9,0,0,0,0,11,7,3,0,9,0,1,1,0,0,0,0,0,0,8,3,0,9,0,0,0,0,0,3,0,0,9,4,2,0,9,0,0,0,6,0,0,3,1,1,0,15,0,0,0,3,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3.700439718,0.492823913,57.78,57.78,2.905699953,-4.144336047,149.7018869,34.79628023,320.3986711,4.230301682
451,CCCc1ccc2c(C(F)(F)F)cc(C(F)(F)F)cc2n1,Train,0,6.821669665,7,27.5,2,0,11,1,0,0,7,34.375,43.75,3.125,0,18.75,5,10,3,0,2,1,10,0,2,0,1,0,102.084127,6.826415169,5.501704792,4.638599959,2.070681821,6.445547454,3.292008175,3.014434384,17.53574774,20.59919088,-3,3,2,0,0,0,9,2,4,0,0,0,0,0,0,0,0,2,0,0,1,7,1,2,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,5,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1.846386054,1.191600057,0,3.372897062,0,0,-2.190929705,-0.612543462,-9.718160667,0,0,3.913287037,0,0,0,77.03079696,0,2,0,4,0,0,3,2,0,0,0,0,0,0,0.493587963,0.128479545,0,-1.344006047,0,0,12.73744528,-4.867596254,1.846386054,0.698012094,0,1.411046863,0,0,0.469860166,-4.850564413,0,0,3.913287037,0,0,0,12.93948704,0,0,0,30,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,18,4,0,0,6,0,0,0,0,6,4,0,0,12,0,0,0,0,0,0,0,0,0,14,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,6,0,0,0,0,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.584962501,-0.656633371,12.89,12.89,5.224899977,-5.419657622,106.5462092,0,308.0398671,3.456535094
454,CNc1nc(Sc2cccc(C(F)(F)F)c2)cc(C(F)(F)F)n1,Train,0,7.548836591,7,30,3,0,9,3,0,1,10,28.125,40.625,9.375,0,18.75,3,6,2,2,0,2,12,0,2,0,0,0,159.2002942,7.378685029,5.560751594,5.384246283,2.467604109,8.021284294,4.190049032,3.286577145,17.47762122,24.35454433,-2,2,0,0,0,0,10,4,2,0,0,0,0,0,1,0,0,2,0,0,0,9,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.341477345,0,0,4.943834443,0,0,-2.327064844,0,-9.215104875,2.385716805,0,7.093065319,0,0,0,76.2581684,0,0,0,5,0,0,5,0,1,0,0,0,0,0,0,0.686278345,0,-1.174698169,2.385716805,0,12.65209208,-4.682869189,1.341477345,0,0,1.355480915,0,0,0.119169029,-4.532235686,0,0,3.812025227,0,0,0,12.76729739,6,0,10,114,0,0,0,0,0,30,102,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,6,0,2,0,0,14,3,0,3,6,3,0,1,0,6,7,0,4,9,0,0,0,0,3,0,0,0,0,9,5,0,3,12,0,0,0,2,0,0,0,0,0,4,0,1,3,0,0,0,6,0,0,6,0,9,6,0,0,9,0,0,0,0,0,0,0,4,0,0,9,0,0,0,3,0,0,0,4,4,0,0,12,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,9,3.700439718,-0.111956778,37.81,63.11,4.707099885,-5.346891557,141.3424894,18.01075068,337.807309,3.802221005
455,O=C(NCc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C12CN(Cc3ccccc3)CC1C(c1cccc([N+](=O)[O-])c1)=NO2,Train,0,6.362452911,9,59,7,4,22,4,4,0,14,34.375,43.75,6.25,6.25,9.375,8,8,6,3,2,4,26,2,3,0,0,211.9567429,427.9234023,15.39302879,12.46334028,10.06935561,5.226251623,16.2804316,9.187507402,4.812782177,40.94038225,54.92378436,-3.5,2,0,2,0,2,18,12,6,1,0,1,0,0,0,0,0,2,0,0,0,13,0,0,1,0,4,0,1,0,0,5,1,0,0,0,0,0,0,1,0,0,0,20,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,-0.002636929,0,15.98223929,-0.740313051,-0.526804584,-2.34517208,0,-11.75514206,2.43958601,1.900441777,0,0,36.31771792,0,79.93667495,0,4,0,12,1,2,6,0,1,1,1,0,0,1,-0.644354463,0.011622165,-0.793321366,-1.499144181,2.43958601,1.900441777,13.32277916,-5.038895198,0,0.403291682,0,1.878106733,-0.740313051,0.266516782,0.921773227,-1.677351663,0,4.082502414,0,0,13.64698184,5.710455877,13.64698184,32,76,0,240,0,37,0,282,0,0,66,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,7,2,0,0,3,39,10,7,0,6,0,1,0,1,6,15,9,0,12,0,0,2,0,0,0,1,0,0,29,11,11,0,12,0,3,2,0,0,0,0,0,0,13,12,0,18,0,1,0,0,0,0,0,0,32,10,12,0,0,0,0,3,6,0,0,0,13,15,0,6,0,1,0,0,2,0,0,32,10,11,0,6,0,1,3,0,0,6,10,3,0,12,0,2,0,2,6,32,3,4,0,12,0,0,12,0,0,0,4.523561956,-0.289530428,99.75,99.75,6.077100024,-7.000836739,217.406211,18.01075068,620.3322259,4.543623276
458,FC(F)(F)c1cccc(Sc2nc(-c3ccccc3)nnc2C(F)(F)F)c1,Train,0,7.111097475,6,38,3,0,9,3,0,1,10,25,47.22222222,8.333333333,0,16.66666667,2,12,3,3,0,3,18,0,3,0,0,0,273.5661022,9.095502242,7.454449338,6.342833889,3.058887815,9.750806083,5.755670282,3.689632513,20.30591252,31.11660255,1.5,2,0,0,0,0,15,9,3,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.15699091,0,0,-2.565595731,0,-9.456610353,0,0,10.59776498,0,0,0,78.15419504,0,0,0,9,0,0,6,0,0,0,0,0,0,0,0,0.759047619,0,-1.356858466,0,0,12.83342924,-4.848027093,0,0,0,1.707646933,0,0,0.434830299,-4.60858326,0,0,3.884640967,0,0,0,13.2179691,5,0,9,105,0,0,0,0,0,27,93,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,4,0,2,1,0,19,7,0,3,6,1,0,1,0,6,9,0,4,9,0,1,0,1,3,0,0,0,0,12,9,0,3,6,0,0,0,1,6,0,0,0,0,9,0,2,9,0,0,0,0,0,0,3,0,15,7,0,2,12,0,0,0,0,0,0,0,4,0,1,15,0,0,0,3,0,0,0,12,2,0,0,18,0,0,0,3,0,0,0,0,0,6,0,0,3,0,0,6,0,0,0,6,0,0,0,0,0,0,4.247927513,-0.622757859,38.67,63.97,5.727399848,-6.375245587,139.872224,0,391.9601329,3.996335394
460,N#Cc1ccc(C23CC4(C2)[C@@H](c2ccccc2)N(Cc2ccc(C(F)(F)F)cc2)C[C@@H]4C3c2ccc(C(F)(F)F)cc2)cc1,Train,0,6.206919122,7,64,5,0,28,2,0,0,8,38.88888889,50,2.777777778,0,8.333333333,11,6,10,4,3,5,33,3,4,0,0,315.9262571,556.7694302,17.48758861,15.24282677,12.57328686,8.660695527,17.3792613,12.47572254,4.953539161,48.07347463,52.63625867,-0.5,2,3,2,3,2,24,17,7,0,0,0,0,0,0,0,0,2,0,0,0,8,0,2,2,0,2,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,5,22,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.76438888,0,28.55289113,0.025943776,0,3.019268858,0,-9.322107255,0,2.348747757,0,0,0,0,80.2292991,0,4,0,17,3,0,7,0,0,1,0,0,0,0,0.457882987,1.117384421,0,-0.688662509,0,2.348747757,13.24370737,-4.437913079,0,0.824730492,0,2.091975528,0.106050511,0,1.128156907,-0.172094356,0,0,0,0,0,0,13.49939233,10,0,0,138,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,4,0,0,0,0,60,5,0,0,6,0,0,0,0,6,9,0,0,12,0,0,0,0,0,0,0,0,0,60,8,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,69,6,0,0,6,0,0,0,0,0,0,0,6,0,0,6,0,0,0,3,0,0,0,62,5,0,0,21,0,0,0,0,0,0,5,0,0,18,0,0,3,0,0,39,3,0,0,27,0,0,0,0,0,0,4.700439718,-0.813351634,27.03,27.03,9.284579996,-9.284459201,123.9443493,0,685.0498339,6.122948063
