NAME,SMILES,Set,Obs,stdMW,nTA,SCBO,RBN,nDB,nH,nN,nO,nHM,nHet,H%,C%,N%,O%,X%,nCsp3,max_conj_path,nCIR,nIR,nFR,NRS,nRingAtoms,nR05,nR06,nR09,nR10,D/Dtr05,D/Dtr06,X3,X4,X2v,X4v,X2sol,X5sol,RDCHI,Eta_C,Eta_F,Eta_D_beta,nCp,nCs,nCt,nCrs,nCrt,nCar,nCbH,nCb-,nCconj,nR=Cs,nRCONHR,nArCONHR,nCONN,nArNHR,nArOR,nCR2X2,nCRX3,nArX,nPyrazoles,nPyridines,nHAcc,C-001,C-002,C-003,C-005,C-006,C-008,C-011,C-012,C-016,C-025,C-026,C-027,C-028,C-029,C-032,C-033,C-034,C-040,C-041,C-043,H-046,H-047,H-048,H-049,H-051,H-052,O-056,O-058,O-060,N-067,N-070,N-072,N-073,N-074,F-084,S-107,SsCH3,SssCH2,SdsCH,SaaCH,SsssCH,SdssC,SaasC,SaaaC,SssssC,SssNH,SsssN,SaaN,SaasN,SdO,SaaO,SsF,SsCl,NssCH2,NdsCH,NaaCH,NsssCH,NdssC,NaasC,NaaaC,NssNH,NsssN,NdsN,NaasN,NsOH,NssO,minssCH2,minaaCH,mindssC,minaasC,minssNH,minsssN,minsF,gmin,MaxsCH3,MaxssCH2,MaxdsCH,MaxaaCH,MaxsssCH,MaxdssC,MaxaasC,MaxssssC,MaxsNH2,MaxdsN,MaxaaN,MaxsOH,MaxdO,MaxssO,gmax,T(N..N),T(N..O),T(N..S),T(N..F),T(N..Cl),T(O..O),T(O..S),T(O..F),T(O..Cl),T(S..F),T(F..F),T(F..Cl),B01[C-O],B01[C-S],B01[N-N],B02[C-O],B02[C-S],B02[N-N],B02[N-O],B02[N-S],B02[O-O],B03[C-O],B03[N-N],B03[N-O],B03[N-S],B03[N-F],B03[O-O],B03[O-F],B03[F-F],B04[C-O],B04[N-N],B04[N-O],B04[N-S],B04[N-F],B04[O-O],B04[O-F],B04[F-F],B05[C-O],B05[C-F],B05[N-N],B05[N-O],B05[N-F],B05[O-O],B05[O-F],B06[C-O],B06[C-S],B06[C-F],B06[N-N],B06[N-O],B06[N-F],B06[O-O],B06[O-F],B06[F-F],B07[C-N],B07[C-O],B07[C-S],B07[N-O],B07[N-F],B07[O-O],B07[O-F],B08[C-N],B08[C-O],B08[C-S],B08[C-F],B08[N-O],B08[N-F],B08[O-F],B09[C-C],B09[C-N],B09[C-O],B09[C-F],B09[N-O],B09[N-F],B09[O-F],B10[C-C],B10[C-N],B10[C-O],B10[C-F],B10[N-F],B10[O-F],F01[C-N],F01[C-O],F01[C-S],F01[N-N],F01[N-O],F02[C-C],F02[C-N],F02[C-O],F02[C-S],F02[C-F],F02[N-N],F02[N-O],F02[N-S],F02[O-O],F02[F-F],F03[C-N],F03[C-O],F03[C-S],F03[C-F],F03[C-Cl],F03[N-N],F03[N-O],F03[N-S],F03[N-F],F03[N-Cl],F03[O-O],F03[O-F],F03[F-F],F04[C-C],F04[C-N],F04[C-O],F04[C-S],F04[C-F],F04[C-Cl],F04[N-N],F04[N-O],F04[N-S],F04[N-F],F04[O-O],F04[O-S],F04[O-F],F04[F-F],F05[C-N],F05[C-O],F05[C-S],F05[C-F],F05[C-Cl],F05[N-N],F05[N-O],F05[N-F],F05[O-O],F05[O-F],F05[S-F],F05[F-F],F06[C-C],F06[C-N],F06[C-O],F06[C-S],F06[C-F],F06[C-Cl],F06[N-N],F06[N-O],F06[N-F],F06[O-O],F06[O-S],F06[O-F],F07[C-N],F07[C-O],F07[C-S],F07[C-F],F07[C-Cl],F07[N-N],F07[N-O],F07[N-F],F07[O-O],F07[O-F],F07[S-F],F08[C-C],F08[C-N],F08[C-O],F08[C-S],F08[C-F],F08[C-Cl],F08[N-N],F08[N-O],F08[N-F],F08[O-O],F08[O-F],F09[C-N],F09[C-O],F09[C-S],F09[C-F],F09[C-Cl],F09[N-O],F09[N-F],F09[O-O],F09[O-F],F10[C-C],F10[C-N],F10[C-O],F10[C-S],F10[C-F],F10[C-Cl],F10[N-O],F10[N-F],F10[O-O],F10[O-F],F10[F-F],Uc,Hy,TPSA(NO),TPSA(Tot),LOGP99,ESOL,SAacc,SAdon,Vx,SAscore
561,CCOC(=O)Cc1csc(NC(NC(=O)OCC)(C(F)(F)F)C(F)(F)F)n1,Train,0,7.698393862,10,31.5,9,2,15,3,4,1,14,35.71428571,30.95238095,7.142857143,9.523809524,14.28571429,8,5,1,1,0,1,5,1,0,0,0,94.41089466,0,8.153861619,6.873269076,5.699884732,2.527272071,9.71831142,3.161925361,3.445268329,28.01473378,28.0538647,-10.5,4,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,13,2,1,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,4,1,0,2,6,0,2,2,0,1,1,0,0,0,1,2.728524475,-0.843526919,0,1.084450665,0,-2.680687246,-0.920295703,0,-16.8320675,1.963676276,0,3.512062941,0,22.64463618,0,79.94847508,0,3,0,1,0,2,2,0,2,0,0,0,0,2,-0.445865186,1.084450665,-1.927821144,-0.818752835,0.782947031,0,13.32474585,-5.995053655,1.521826183,0.044440784,0,1.084450665,0,-0.752866102,-0.101542869,-4.841960191,0,0,3.512062941,0,11.33133388,4.615776879,13.32474585,8,60,8,66,0,44,22,168,0,30,48,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,6,6,2,0,0,9,6,4,1,6,2,2,2,2,6,7,6,2,6,0,0,0,0,12,0,0,0,0,7,4,8,3,12,0,1,4,1,0,0,0,0,9,6,4,1,0,0,0,0,6,0,12,6,0,10,3,0,1,18,0,0,4,0,0,2,0,3,6,2,12,0,0,0,0,0,0,0,4,2,6,1,6,0,0,2,0,0,0,1,4,0,0,0,0,0,0,12,5,1,0,0,6,0,0,0,4,0,0,3,0.52375486,89.55,117.79,3.227600008,-3.813606948,214.8573404,36.02150137,409.1362126,3.905882557
562,C=CCn1c(SCc2cccc(C(F)(F)F)c2)nnc1-c1csc(-n2nc(C)cc2C(F)(F)F)n1,Train,0,7.650251673,8,49.5,7,1,16,6,0,2,14,31.37254902,41.17647059,11.76470588,0,11.76470588,5,15,4,4,0,4,21,3,1,0,0,310.9720452,129.7986777,12.2862817,10.38122378,9.067167034,4.831371414,13.82162182,8.213817496,4.386006953,33.56902966,38.66190299,-3.5,3,0,0,0,0,14,4,2,0,1,0,0,0,0,0,0,2,0,1,0,10,1,0,0,0,2,0,0,0,1,2,0,0,2,0,0,1,1,0,0,1,0,12,1,0,3,0,0,0,0,0,0,0,2,0,0,2,1.453244456,0.456165606,1.576482026,7.452290988,0,0,-0.068930604,0,-9.054251294,0,0,16.40808,2.379094584,0,0,79.0717329,0,2,1,6,0,0,8,0,0,0,0,2,0,0,0.197438859,0.93433902,0,-0.943712828,0,0,12.98399585,-4.607952494,1.453244456,0.258726747,1.576482026,1.577753951,0,0,0.448337701,-4.446298801,0,0,4.278493839,0,0,0,13.37324845,54,0,47,300,0,0,0,0,0,99,156,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,10,0,4,2,0,22,14,0,2,6,3,0,4,0,6,13,0,6,9,0,3,0,2,3,0,0,0,0,16,16,0,7,12,0,1,0,2,3,0,0,0,0,11,0,7,9,0,2,0,3,0,0,3,0,17,12,0,2,6,0,3,0,0,0,0,0,17,0,2,6,0,1,0,0,0,0,0,20,12,0,2,0,0,0,0,12,0,0,6,0,5,12,0,0,6,0,0,14,5,0,3,9,0,0,0,0,0,0,4.523561956,-0.59528326,61.42,114.96,6.411619872,-7.208556039,156.5352315,0,537.2923588,4.277653153
563,O=C(CCS(=O)(=O)c1nc(-c2cccs2)cc(C(F)(F)F)n1)Nc1ccc(OC(F)(F)F)cc1,Train,0,7.681598114,9,47.5,7,3,13,3,4,2,15,27.65957447,40.42553191,6.382978723,8.510638298,12.76595745,4,11,3,3,0,3,17,1,2,0,0,105.8269467,269.9281097,11.02453396,8.568648005,9.535875033,4.339506306,14.38366593,7.391184752,4.311288073,28.42824469,42.38951031,-0.75,1,1,0,0,0,14,4,2,0,0,1,0,0,0,1,0,1,0,0,0,13,0,1,0,0,1,0,0,0,0,0,2,0,2,0,1,1,1,1,0,0,0,9,1,0,2,0,0,3,1,0,0,1,0,0,0,1,0,-1.573046276,0,9.268497211,0,-0.848591664,-2.951510481,0,-9.826820184,2.266081267,0,6.865871894,0,37.22919498,0,76.24376032,0,2,0,8,0,1,6,0,1,0,0,0,0,1,-0.903479477,0.628693932,-0.848591664,-1.448988862,2.266081267,0,12.17826086,-4.931958158,0,-0.669566799,0,1.574403007,0,-0.848591664,0.291706059,-4.894862026,0,0,3.735745377,0,12.57554316,3.687500126,13.23632591,14,63,25,150,0,39,48,210,0,114,156,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,6,3,4,0,0,19,7,7,4,3,1,1,2,1,6,8,6,4,6,0,0,4,1,3,0,0,0,0,15,7,9,5,12,0,0,0,1,0,0,1,0,0,4,9,3,9,0,0,3,3,2,0,3,0,12,3,6,5,9,0,2,2,0,0,2,6,4,11,3,9,0,0,0,3,1,0,0,8,7,9,2,6,0,0,0,0,0,0,5,3,0,3,0,0,3,0,6,11,4,3,2,6,0,0,0,2,0,0,4.392317423,-0.158615185,98.25,134.87,4.924999874,-5.954990909,221.8002564,18.01075068,504.9335548,3.923480727
566,O=C(NO)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,Train,0,6.832580158,8,26,5,1,9,1,4,0,11,29.03225806,35.48387097,3.225806452,12.90322581,19.35483871,4,8,1,1,0,1,6,0,1,0,0,0,83.71428571,6.099270058,4.23487626,3.9065987,1.287160121,6.065894643,2.907811514,3.179975724,16.7299356,22.80488263,-5.75,2,0,0,0,0,6,3,3,1,0,0,0,0,0,2,0,2,0,0,0,11,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,-3.377576924,0,2.42720616,0,-1.268858182,-1.634313114,0,-9.316197304,1.140414895,0,0,0,11.31200503,0,72.19933352,0,2,0,3,0,1,3,0,1,0,0,0,1,2,-1.720770345,0.711310469,-1.268858182,-0.619051398,1.140414895,0,12.00384383,-4.68212641,0,-1.656806579,0,0.894446334,0,-1.268858182,-0.434922525,-4.634070894,0,0,0,8.492663021,11.31200503,4.350231836,12.06260068,0,11,0,45,0,28,0,162,0,0,111,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,5,0,0,1,10,1,8,0,6,0,1,0,0,6,2,8,0,0,0,0,0,0,0,0,1,6,0,10,2,7,0,6,0,0,1,0,0,1,0,0,0,2,4,0,12,0,0,1,0,3,0,0,0,3,2,6,0,15,0,0,0,0,1,0,0,1,5,0,9,0,0,0,3,0,3,0,2,0,1,0,0,0,0,0,3,0,12,0,0,0,6,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,3,0.572436976,67.79,67.79,2.687799975,-3.374841123,194.1837494,57.27836697,302.0099668,3.595066387
569,O=C(CSc1nc(=O)c2c(C(F)(F)F)cc(-c3cccs3)nc2[nH]1)C(F)(F)F,Train,0,7.628218202,8,38.5,4,3,7,3,2,2,13,20,42.85714286,8.571428571,5.714285714,17.14285714,3,15,4,1,2,2,15,1,2,0,1,73.59546287,147.6278444,9.834590197,7.674924473,7.222185659,3.621558624,11.03729885,5.943086193,3.689959249,24.77426439,30.86359478,-3.5,2,0,0,0,0,9,0,0,2,0,0,0,0,1,0,0,2,0,0,1,11,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,1,1,1,1,0,0,5,1,0,0,0,0,2,0,0,1,0,0,1,0,2,0,-1.088601204,0,5.451665458,0,-3.829779399,-2.261517594,0,-9.957364177,2.315108655,0,3.983582412,0,23.0703429,0,77.13666058,0,1,0,4,0,3,5,0,1,0,1,0,0,0,-1.088601204,0.713374312,-2.072664887,-1.266140821,2.315108655,0,12.28688887,-5.071242441,0,-1.088601204,0,1.61884258,0,-0.445320295,0.394919887,-4.886121736,0,3.316809886,3.983582412,0,12.11743437,0,13.42533132,8,27,23,105,0,7,24,78,0,84,111,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,6,2,4,0,0,17,5,3,4,6,2,1,2,0,6,11,3,4,9,0,0,0,1,0,0,0,3,0,12,10,3,3,9,0,1,2,1,0,0,1,0,0,5,2,4,6,0,0,2,9,0,3,0,0,11,4,4,5,6,0,0,0,6,0,0,0,2,3,1,12,0,0,1,0,1,0,3,6,2,4,3,6,0,0,0,3,0,3,0,3,1,9,0,0,0,0,0,3,0,1,1,12,0,0,0,0,3,0,3.906890596,-0.111086154,75.71,129.25,4.615199916,-5.7088697,191.6323435,18.01075068,398.9534884,4.057969995
573,O=C(COc1ccc(C(F)(F)F)cc1[N+](=O)[O-])Nc1cccc(C(F)(F)F)c1,Train,0,6.396697895,9,38,5,3,10,2,4,0,12,26.31578947,42.10526316,5.263157895,10.52631579,15.78947368,3,6,2,2,0,2,12,0,2,0,0,0,215.8818773,8.902664261,6.706767358,5.352787869,2.072084611,9.642202731,4.413145505,3.75416863,19.97485844,34.67817643,-0.5,2,0,0,0,0,12,7,5,0,0,1,0,0,0,1,0,2,0,0,0,11,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,-0.872569444,0,5.148316781,0,-0.964332995,-4.102969526,0,-9.442218732,2.095199436,0,0,0,33.62533951,0,75.7746754,0,1,0,7,0,1,5,0,1,0,0,0,0,1,-0.872569444,0.250041412,-0.964332995,-1.277808171,2.095199436,0,12.62823875,-4.815312731,0,-0.872569444,0,1.174320513,0,-0.964332995,-0.203385128,-4.626906001,0,0,0,0,11.78689138,4.854351498,12.62998639,6,28,0,90,0,27,0,198,0,0,138,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,3,3,0,0,2,18,5,6,0,6,0,1,0,1,6,4,7,0,12,0,0,2,0,0,0,1,0,0,10,6,9,0,12,0,0,0,0,0,2,0,0,0,3,13,0,6,0,0,0,6,0,0,0,0,8,2,8,0,3,0,1,1,0,0,0,9,2,3,0,6,0,0,2,0,2,3,0,11,3,3,0,3,0,0,0,0,0,3,2,4,0,3,0,0,3,0,3,8,2,4,0,9,0,0,0,0,0,0,4,-0.146428253,84.15,84.15,5.173099913,-5.325089906,194.6631593,18.01075068,389.0033223,3.567383973
574,CC1(C)CC(=O)C2=C(C1)N(c1ccc(F)cc1)C(=O)NC2(C(F)(F)F)C(F)(F)F,Train,0,6.735219959,11,37,1,3,15,2,2,0,11,34.09090909,40.90909091,4.545454545,4.545454545,15.90909091,8,6,4,1,2,2,16,0,3,0,1,0,220.1046953,10.3831397,9.919949185,7.750134944,3.755127713,10.88481336,5.491389243,3.393978279,32.62364695,33.63014632,-8,4,2,1,2,1,6,4,2,3,1,0,0,1,0,0,0,2,1,0,0,11,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,6,4,0,0,2,2,0,2,0,0,0,2,0,0,1,0,2.985891072,-0.958679165,0,3.848816138,0,-5.328214811,-0.888703782,0,-17.85483243,0.994486725,0.572731482,0,0,25.13171569,0,95.99678907,0,2,0,4,0,4,2,0,1,1,0,0,0,0,-0.562627341,0.896836262,-1.712492441,-0.721897282,0.994486725,0.572731482,13.22210937,-6.020315282,1.492945536,-0.396051824,0,1.027571807,0,-0.697909108,-0.1668065,-0.991315311,0,0,0,0,12.59492525,0,13.79577995,2,12,0,60,0,6,0,76,0,0,108,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,2,0,0,0,26,7,2,0,8,1,2,0,0,6,8,6,0,14,0,0,0,0,6,0,0,0,0,20,10,11,0,19,0,0,2,0,0,0,0,0,9,3,6,0,12,0,0,0,7,0,12,0,0,22,3,6,0,14,0,0,0,0,1,0,0,0,2,0,26,0,0,0,1,0,1,0,5,0,1,0,15,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,3.321928095,-0.1998854,49.41,49.41,4.861899987,-5.440173526,176.1457115,18.01075068,415.4817276,3.784924645
575,CC(NC(=O)NCCCC(=O)O)(C(F)(F)F)C(F)(F)F,Train,0,7.249870737,10,21,5,2,12,2,3,0,11,37.5,28.125,6.25,9.375,18.75,7,0,0,0,0,0,0,0,0,0,0,0,0,5.795768014,3.581743071,3.998710912,1.015240666,6.548259933,0.996763109,2.843043585,19.3316241,18.35887152,-9.75,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,11,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,2,5,0,2,0,0,0,2,0,0,0,0,-0.204534859,-0.877459845,0,0,0,-2.893362662,0,0,-15.85695414,2.538465136,0,0,0,21.13690045,0,74.48761851,0,3,0,0,0,2,0,0,2,0,0,0,1,0,-0.378879441,0,-1.687464097,0,0.813951247,0,12.41460309,-5.732485657,-0.204534859,-0.127476852,0,0,0,-1.205898565,0,-4.391982828,0,0,0,8.25266074,11.02703798,0,12.41460309,2,28,0,48,0,16,0,150,0,0,48,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,4,3,0,0,0,7,4,2,0,6,1,2,0,1,6,3,4,0,12,0,0,0,0,6,0,0,0,0,2,5,6,0,6,0,0,0,0,0,0,0,0,9,1,1,0,0,0,0,2,6,0,6,0,0,4,1,3,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,2,0,0,3,0,2,0,6,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1.584962501,1.398290312,78.43,78.43,2.033700056,-2.619200903,218.7553782,78.70484453,294.3521595,3.41653147
576,CCOC(=O)NC(NCc1ccccc1)(C(F)(F)F)C(F)(F)F,Train,0,6.984701386,8,27,6,1,14,2,2,0,10,37.83783784,35.13513514,5.405405405,5.405405405,16.21621622,6,6,1,1,0,1,6,0,1,0,0,0,93.77437007,7.053825607,5.705495799,4.430140269,1.697869213,7.304895537,2.329055574,3.125147469,21.01315909,24.00859251,-7.25,3,1,0,0,0,6,5,1,0,0,0,0,0,0,0,0,2,0,0,0,10,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,3,0,1,1,1,0,1,0,0,0,0,1.24983589,-1.150220352,0,7.154930186,0,-1.83082252,0.176883215,0,-16.30389054,2.216156226,0,0,0,11.19000866,0,78.73072279,0,2,0,5,0,1,1,0,2,0,0,0,0,1,-0.7715625,1.34213585,-1.83082252,0.176883215,0.859331774,0,13.12178713,-5.84048434,1.24983589,-0.378657852,0,1.55667858,0,-1.83082252,0.176883215,-4.622921863,0,0,0,0,11.19000866,4.149729781,13.12178713,2,12,0,36,0,2,0,60,0,0,48,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,4,3,0,0,0,12,5,1,0,6,1,2,0,1,6,5,3,0,6,0,0,0,0,12,0,0,0,0,7,4,5,0,12,0,0,2,0,0,0,0,0,9,4,2,0,6,0,0,0,0,0,12,0,0,10,3,2,0,18,0,0,0,0,0,0,0,1,4,0,18,0,0,0,0,0,0,0,4,0,4,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0.492823913,50.36,50.36,3.343200028,-3.899379336,161.9269959,36.02150137,345.89701,3.644365129
578,NC(=O)c1ccc(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)cc1,Train,0,6.799177509,14,33,8,1,9,1,2,0,15,23.68421053,36.84210526,2.631578947,5.263157895,31.57894737,7,8,1,1,0,1,6,0,1,0,0,0,122.1562105,11.88296777,6.175372535,5.528593944,1.753237831,6.581264621,2.427486098,3.449792399,30.24613346,36.87527203,-10.5,1,5,0,0,0,6,4,2,1,0,0,0,0,0,1,5,0,0,0,0,15,0,0,0,0,1,0,0,5,0,1,1,0,0,0,0,0,0,1,0,0,0,6,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,-2.734287604,0,3.039499389,-5.562205867,-1.004402725,-0.964529808,0,-35.676802,0,0,0,0,10.78730248,0,155.8208653,0,1,0,4,1,1,2,0,0,0,0,0,0,1,-2.734287604,0.686518174,-1.004402725,-0.751424254,0,0,11.92876554,-7.608515786,0,-2.734287604,0,0.83323152,-5.562205867,-1.004402725,-0.213105554,-6.221735442,4.841112981,0,0,0,10.78730248,4.036781226,13.5151139,0,8,0,138,0,6,0,204,0,0,272,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,0,0,0,14,1,4,0,22,0,1,0,0,6,2,5,0,18,0,0,0,0,0,0,0,2,20,9,2,4,0,16,0,0,0,0,0,0,0,2,16,1,3,0,16,0,0,0,0,0,2,0,12,8,0,1,0,16,0,0,1,0,1,0,2,1,2,0,14,0,0,0,0,0,2,0,7,1,1,0,14,0,0,0,0,0,2,1,1,0,14,0,0,2,0,2,4,1,1,0,12,0,0,2,0,2,0,3,0.501014081,52.32,52.32,4.605899841,-4.962598488,248.5633616,32.89718747,370.2657807,4.033045926
579,O=C(Nc1nccs1)C(F)(F)C(F)(F)C(F)(F)C(=O)Nc1nccs1,Train,0,7.828778342,8,33,6,2,6,4,2,2,14,19.35483871,35.48387097,12.90322581,6.451612903,19.35483871,3,5,2,2,0,2,10,2,0,0,0,176.6051948,0,10.00894743,6.143726115,6.095073864,2.451830084,9.133195314,3.02066368,3.394989423,21.77614433,28.35493248,-5,0,3,0,0,0,6,0,0,0,0,2,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,2,0,2,0,0,0,0,2,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,4.572654509,0,-5.455234053,-1.00735479,0,-18.11759684,2.576066757,0,6.667333003,0,22.63061277,0,82.01765401,0,0,0,4,0,2,2,0,2,0,0,0,0,0,0,1.062145109,-2.727617027,-0.503677395,1.288033378,0,13.66351309,-6.316780045,0,0,0,1.224182146,0,-2.727617027,-0.503677395,-5.900408399,0,0,3.333666502,0,11.31530638,0,13.68180083,36,40,44,120,0,6,24,48,0,72,46,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,8,2,4,0,0,9,4,2,2,12,2,2,4,0,3,8,4,2,8,0,0,0,0,4,0,0,4,8,7,4,2,2,8,0,0,2,0,4,0,2,4,4,4,6,2,4,0,0,0,8,0,4,4,0,6,2,0,2,12,0,1,2,4,1,0,0,4,2,2,8,0,0,0,4,0,0,4,5,0,0,0,8,0,2,2,0,0,0,6,4,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3.700439718,0.588914971,83.98,140.46,3.082699925,-3.497676806,209.6430942,36.02150137,354.2358804,3.911741302
584,CNC(=O)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,Train,0,6.954170974,8,26,5,1,11,1,3,0,10,33.33333333,36.36363636,3.03030303,9.090909091,18.18181818,5,8,1,1,0,1,6,0,1,0,0,0,83.71428571,6.099270058,4.23487626,4.044795301,1.361603193,6.065894643,2.907811514,3.179975724,17.07043857,22.46437967,-5.75,2,0,0,0,0,6,3,3,1,0,0,1,0,0,2,0,2,0,0,0,10,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1.20745642,-3.233444271,0,2.779949924,0,-0.824413738,-1.113202003,0,-9.204314588,2.140414895,0,0,0,11.56200503,0,72.46748167,0,2,0,3,0,1,3,0,1,0,0,0,0,2,-1.639137692,0.871310469,-0.824413738,-0.420339191,2.140414895,0,12.04384383,-4.61962641,1.20745642,-1.594306579,0,0.976078987,0,-0.824413738,-0.323811414,-4.584688178,0,0,0,0,11.56200503,4.461342947,12.11198339,0,11,0,45,0,14,0,111,0,0,111,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,2,5,0,0,0,11,1,7,0,6,0,1,0,0,6,2,8,0,0,0,0,0,0,0,0,0,6,0,12,2,5,0,6,0,0,1,0,0,1,0,0,0,2,3,0,12,0,0,1,0,2,0,0,0,5,2,5,0,15,0,0,0,0,0,0,0,1,3,0,9,0,0,0,3,0,3,0,3,0,0,0,3,0,0,0,3,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,-0.085543805,47.56,47.56,2.928399973,-3.602451356,154.9161331,18.01075068,315.6644518,3.488676988
