NAME,SMILES,Set,Obs,MW,stdMW,nTA,SCBO,RBN,nDB,nH,nN,nO,nHM,nHet,H%,C%,N%,O%,X%,nCsp3,max_conj_path,nCIR,nIR,nFR,Rbrid,NRS,nRingAtoms,nSpiro,nR05,nR06,nR10,D/DTrain06,X3,X4,X2v,X2sol,X5sol,RDCHI,Eta_betaP,Eta_C,Eta_F,Eta_FL,Eta_D_beta,nCp,nCs,nCt,nCrs,nCrt,nCrq,nCar,nCbH,nCb-,nCconj,nR=Cs,nR=Ct,nRCONHR,nArCONR2,nCONN,nArNHR,nRNR2,nArOR,nCR2X2,nCRX3,nArX,nPyridines,nHAcc,C-001,C-002,C-003,C-005,C-006,C-008,C-011,C-012,C-016,C-025,C-026,C-027,C-028,C-029,C-032,C-034,C-040,C-041,C-043,C-044,H-046,H-047,H-048,H-049,H-051,H-052,O-056,O-058,O-059,O-060,N-068,N-070,N-071,N-072,N-073,N-074,F-084,S-107,SsCH3,SssCH2,SdsCH,SaaCH,SsssCH,SdssC,SaasC,SaaaC,SssssC,SssNH,SsssN,SaaN,SaasN,SaaO,SsF,NssCH2,NdsCH,NaaCH,NsssCH,NdssC,NaasC,NaaaC,NssssC,NssNH,NsssN,NdsN,NaasN,NsOH,NssO,minssCH2,minaaCH,mindssC,minaasC,minssNH,minsssN,minsF,gmin,MaxsCH3,MaxssCH2,MaxdsCH,MaxaaCH,MaxsssCH,MaxdssC,MaxaasC,MaxssssC,MaxsNH2,MaxdsN,MaxaaN,MaxsOH,MaxdO,MaxssO,gmax,T(N..N),T(N..O),T(N..S),T(N..F),T(N..Cl),T(O..O),T(O..S),T(O..F),T(O..Cl),T(S..F),T(F..F),T(F..Cl),B01[C-O],B01[C-S],B01[N-N],B02[C-O],B02[C-S],B02[N-N],B02[N-O],B02[N-S],B02[O-O],B03[C-O],B03[N-N],B03[N-O],B03[N-F],B03[O-F],B03[F-F],B04[C-O],B04[N-N],B04[N-O],B04[N-S],B04[N-F],B04[O-O],B04[F-F],B05[C-O],B05[C-F],B05[N-N],B05[N-O],B05[N-F],B05[O-O],B05[O-F],B06[C-O],B06[C-S],B06[C-F],B06[N-N],B06[N-O],B06[N-F],B06[O-O],B06[O-F],B06[F-F],B07[C-N],B07[C-O],B07[C-S],B07[C-F],B07[N-O],B07[N-F],B07[O-O],B07[O-F],B08[C-N],B08[C-O],B08[C-S],B08[N-O],B08[N-F],B08[O-F],B09[C-C],B09[C-N],B09[C-O],B09[C-F],B09[N-F],B09[O-F],B10[C-C],B10[C-N],B10[C-O],B10[C-F],B10[N-F],B10[O-F],F01[C-N],F01[C-O],F01[C-S],F01[N-N],F01[N-O],F02[C-C],F02[C-N],F02[C-O],F02[C-S],F02[C-F],F02[N-N],F02[N-O],F02[N-S],F02[O-O],F02[F-F],F03[C-N],F03[C-O],F03[C-S],F03[C-F],F03[N-N],F03[N-O],F03[N-S],F03[N-F],F03[N-Cl],F03[O-O],F03[O-F],F03[F-F],F04[C-C],F04[C-N],F04[C-O],F04[C-S],F04[C-F],F04[C-Cl],F04[N-N],F04[N-O],F04[N-S],F04[N-F],F04[O-O],F04[O-S],F04[O-F],F04[F-F],F05[C-N],F05[C-O],F05[C-S],F05[C-F],F05[C-Cl],F05[N-N],F05[N-O],F05[N-F],F05[O-O],F05[O-F],F05[S-F],F05[F-F],F06[C-C],F06[C-N],F06[C-O],F06[C-S],F06[C-F],F06[C-Cl],F06[N-N],F06[N-O],F06[N-F],F06[O-O],F06[O-S],F06[O-F],F06[F-F],F07[C-N],F07[C-O],F07[C-S],F07[C-F],F07[C-Cl],F07[N-N],F07[N-O],F07[N-F],F07[O-O],F07[O-F],F07[S-F],F08[C-C],F08[C-N],F08[C-O],F08[C-S],F08[C-F],F08[C-Cl],F08[N-N],F08[N-O],F08[N-F],F08[O-O],F08[O-F],F09[C-N],F09[C-O],F09[C-S],F09[C-F],F09[C-Cl],F09[N-O],F09[N-F],F09[O-O],F09[O-F],F10[C-C],F10[C-N],F10[C-O],F10[C-S],F10[C-F],F10[C-Cl],F10[N-O],F10[N-F],F10[O-O],F10[O-F],F10[F-F],Uc,Hy,TPSA(NO),TPSA(Tot),ESOL,SAacc,SAdon,SAscore
682,FC(F)(F)c1ccnc(Sc2n[nH]c(C(F)(F)F)n2)c1,Test,0,314.24,7.124353619,6,26.5,2,0,4,4,0,1,11,16.66666667,37.5,16.66666667,0,25,2,6,2,2,0,0,2,11,0,1,1,0,70.0479798,6.440193633,4.838644059,4.434474701,6.852956348,3.276290859,3.089547981,10.5,13.97218428,19.71063671,5.097756703,-3,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,9,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.3610595,0,0,-2.814578216,0,-9.262460554,0,0,9.981523998,0,0,74.0903636,0,0,3,0,0,4,0,2,0,0,0,0,0,0,0,0.702667234,0,-1.326874095,0,0,12.25297341,-4.701332908,0,0,0,0.905238686,0,0,-0.159676398,-4.561127646,0,0,3.607450397,0,0,0,12.44381446,17,0,9,132,0,0,0,0,0,30,102,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,2,1,0,8,6,0,1,6,2,0,3,0,6,5,0,3,6,0,0,1,6,0,0,0,0,3,4,0,3,9,0,2,0,0,3,0,0,0,0,6,0,0,0,0,1,0,3,0,0,6,0,3,7,0,0,6,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,9,0,0,0,2,0,0,0,9,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3.584962501,0.02393551,54.46,79.76,-4.346334333,139.9947462,16.66300743,4.422604238
696,CNC(=O)c1cccn(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1=O,Test,0,378.3,6.626251942,9,34,3,4,12,2,2,0,10,31.57894737,42.10526316,5.263157895,5.263157895,15.78947368,4,8,2,2,0,0,2,12,0,0,2,0,182.7086247,8.7964514,6.400762719,5.348170595,8.618664733,3.880289571,3.437440887,12,21.42853396,30.0476988,6.468144971,-4.75,2,0,0,0,0,0,6,3,3,6,2,1,1,0,0,0,0,0,0,2,0,0,10,0,0,0,1,1,0,0,0,2,3,0,0,0,0,0,0,2,0,0,0,0,10,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1.279290591,-0.558861489,3.664182965,1.079083575,0,-1.833135157,-3.320401602,0,-9.96246816,2.221406588,0.861324641,0,0,0,77.2864678,1,3,3,0,3,3,0,2,1,1,0,0,0,0,-0.558861489,0.007167947,-0.835351474,-1.474231649,2.221406588,0.861324641,12.88107797,-4.98123408,1.279290591,-0.558861489,1.295885535,0.535957814,0,-0.27961034,-0.371938303,-4.98123408,0,0,0,0,12.19499032,0,12.88107797,4,12,0,96,0,4,0,108,0,0,66,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,5,2,0,0,0,21,4,2,0,6,0,2,0,0,6,6,7,0,12,0,0,0,0,0,0,0,0,17,3,3,0,12,0,1,2,0,0,1,0,0,0,6,5,0,18,0,0,0,0,0,0,0,0,16,1,3,0,0,0,0,0,6,0,0,0,9,2,5,0,12,0,0,0,0,0,0,0,8,2,2,0,12,0,0,0,0,0,6,3,3,0,12,0,0,0,0,0,3,0,0,0,0,0,0,6,0,6,0,3.459431619,-0.179629224,51.1,51.1,-4.257993128,161.1855983,18.01075068,3.460158545
708,CC(C)CNC(=O)c1cnn2c(C(F)(F)F)cc(C(F)(F)F)nc12,Test,0,354.29,6.777646516,9,31,3,1,12,4,1,0,11,33.33333333,36.11111111,11.11111111,2.777777778,16.66666667,6,11,3,0,2,1,1,9,0,1,1,0,63.59031802,7.812558387,6.105490982,5.419666592,8.071255225,3.817318371,3.238067429,9.5,21.44741219,25.18492074,5.249375082,-6.5,4,0,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,10,2,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,6,3,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,3.551876877,0.195697279,0,0.61427519,0.041870433,-0.848473167,-3.87896374,-0.807031368,-10.19782977,2.398284675,0,6.505816799,0,0,77.43182184,1,0,2,1,1,3,1,2,1,0,0,0,0,0,0.195697279,-0.143053797,-0.848473167,-1.749319833,2.398284675,0,12.81685409,-5.099505162,1.775938439,0.195697279,0,0.757328987,0.041870433,-0.848473167,-0.465509259,-5.098324607,0,0,3.362405045,0,11.97923469,0,12.99375319,17,14,0,120,0,0,0,42,0,0,66,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,7,1,0,1,0,12,12,1,0,6,1,1,0,0,6,12,3,0,6,1,0,0,6,0,0,0,0,14,3,1,0,12,0,3,3,0,3,0,0,0,0,6,4,0,15,0,0,0,6,0,0,0,0,6,6,3,0,9,0,0,0,3,0,0,0,9,6,0,0,0,0,0,0,6,0,6,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3.584962501,-0.095148228,59.29,59.29,-4.280860653,166.3648943,18.01075068,3.913015869
713,COc1ccc(NC(=O)NC(=O)c2cc(OCC(F)(F)F)ccc2OCC(F)(F)F)cc1,Test,0,466.37,6.627109617,9,41,7,2,16,2,5,0,13,33.33333333,39.58333333,4.166666667,10.41666667,12.5,5,8,2,2,0,0,2,12,0,0,2,0,251.5486365,9.508852483,7.282291396,6.102420987,10.52922223,5.146209763,4.144683437,17,25.77116647,38.90068093,8.468879741,-4,2,0,0,0,0,0,12,7,5,1,0,0,0,0,1,0,0,3,0,2,0,0,13,0,0,0,1,2,0,0,0,0,1,4,0,0,0,0,0,1,1,0,0,0,14,0,0,0,0,0,2,0,3,0,0,0,2,0,0,0,0,1.429363581,-3.469395525,0,8.384438442,0,-2.283151836,-0.97342551,0,-9.433460687,4.153184463,0,0,0,0,74.42137642,2,0,7,0,2,5,0,2,2,0,0,0,0,3,-1.769762294,0.729605384,-1.230884406,-0.639994995,1.851163982,0,12.34359558,-4.745096266,1.429363581,-1.69963323,0,1.515852225,0,-1.052267429,0.494594009,-4.688364422,0,0,0,0,12.41348408,4.949953037,12.46352989,2,44,0,102,0,70,0,255,0,0,111,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,4,8,0,0,0,19,3,9,0,6,1,3,0,0,6,6,12,0,0,0,0,0,0,0,0,6,0,17,6,9,0,6,0,0,2,0,0,2,0,0,0,6,8,0,12,0,0,2,0,2,0,0,0,11,6,11,0,15,0,0,1,0,1,0,0,0,3,8,0,9,0,0,2,3,2,3,0,14,3,8,0,3,0,0,0,3,0,9,1,6,0,9,0,0,3,1,3,12,0,6,0,9,0,0,3,0,3,0,3.906890596,0.362844701,85.89,85.89,-4.951067846,209.0716987,36.02150137,3.583591093
714,O=C(NC(=O)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F)Nc1ccccc1,Test,0,436.34,6.58761868,8,39,6,2,14,2,4,0,12,31.81818182,40.90909091,4.545454545,9.090909091,13.63636364,4,8,2,2,0,0,2,12,0,0,2,0,233.1896622,8.68992059,6.829698596,5.73994485,9.738258434,4.757587987,3.990010266,16.5,23.24287747,35.87392628,7.984241684,-3,2,0,0,0,0,0,12,8,4,1,0,0,0,0,1,0,0,2,0,2,0,0,12,0,0,0,0,2,0,0,0,0,1,3,0,0,0,0,0,1,1,0,0,0,12,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,-3.446871082,0,10.35939329,0,-2.229029051,-1.363205288,0,-9.409391142,4.160074265,0,0,0,0,74.16649932,2,0,8,0,2,4,0,2,2,0,0,0,0,2,-1.757691769,0.738668745,-1.210125661,-0.623022067,1.853813421,0,12.30377473,-4.732255727,0,-1.689179313,0,1.67157612,0,-1.018903389,0.31815382,-4.677135414,0,0,0,0,12.33304654,4.527661363,12.41839171,2,32,0,102,0,31,0,168,0,0,111,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,4,6,0,0,0,18,3,7,0,6,1,3,0,0,6,6,10,0,0,0,0,0,0,0,0,6,0,15,6,8,0,6,0,0,2,0,0,2,0,0,0,6,8,0,12,0,0,1,0,2,0,0,0,11,5,10,0,15,0,0,1,0,1,0,0,0,3,8,0,9,0,0,1,3,1,3,0,14,2,6,0,3,0,0,0,3,0,9,1,5,0,9,0,0,3,0,3,11,0,3,0,9,0,0,3,0,3,0,3.906890596,0.375014126,76.66,76.66,-5.007368266,198.0718108,36.02150137,3.442140159
725,CCOC(=O)NC(Nc1cc(C)on1)(C(F)(F)F)C(F)(F)F,Test,0,335.24,7.0063149,9,25.5,5,1,11,3,3,0,12,33.33333333,30.3030303,9.090909091,9.090909091,18.18181818,6,5,1,1,0,0,1,5,0,1,0,0,0,6.790271528,5.625953507,4.038790893,7.250558352,1.861754712,2.959408638,6,20.29655477,23.180006,4.835714629,-9,4,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,12,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,3,3,0,1,0,2,0,1,0,1,0,0,0,0,2.482807067,-0.415976107,0,0.804627031,0,-1.898271447,-0.88811836,0,-16.66140967,1.880917423,0,3.002673296,0,4.397046564,78.31869898,1,0,1,0,1,2,0,3,2,0,0,0,0,1,-0.415976107,0.804627031,-1.898271447,-0.857455121,0.765157785,0,13.0531165,-5.939616875,1.263702916,-0.415976107,0,0.804627031,0,-1.898271447,-0.030663239,-4.782175926,0,0,3.002673296,0,11.1302514,4.096753827,13.0531165,8,32,0,66,0,16,0,96,0,0,48,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,5,4,0,0,1,6,7,4,0,6,2,2,0,1,6,6,3,0,6,0,1,0,12,0,0,0,0,5,5,6,0,12,0,1,2,0,0,0,0,0,9,3,4,0,6,0,0,1,6,0,12,0,0,6,2,3,0,12,0,0,2,0,0,0,6,0,1,2,0,12,0,0,0,0,2,0,0,2,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.807354922,0.617247115,76.39,76.39,-3.536512905,191.2577136,36.02150137,3.84737786
734,COc1ccccc1CN1CCC2(CC1)CCN(C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)CC2,Test,0,514.56,6.56143519,8,46,4,1,28,2,2,0,10,43.75,40.625,3.125,3.125,9.375,13,8,4,2,0,0,3,23,1,0,4,0,536.3932797,13.16390544,9.955747277,9.674751675,13.26601913,7.441704668,4.471722288,14,39.97200225,35.92074443,7.425573143,-9.25,2,4,0,4,0,1,12,7,5,1,0,0,0,1,0,0,1,1,0,2,0,0,10,0,4,0,1,5,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,20,0,0,0,8,0,1,0,1,1,0,0,1,0,0,0,0,1.641273485,6.312869051,0,8.918863784,0,-0.796242038,-1.586635527,0,-9.945462497,0,3.726220506,0,0,0,79.13265987,9,0,7,0,1,5,0,3,0,2,0,0,0,1,0.308470362,0.042449363,-0.796242038,-1.475395193,0,1.377082525,13.18877665,-4.98612511,1.641273485,0.922579605,0,2.033020946,0,-0.796242038,1.107110454,0.026787722,0,0,0,0,12.91608637,5.43036699,13.18877665,6,24,0,108,0,12,0,132,0,0,66,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,6,3,0,0,0,37,6,3,0,6,0,1,0,0,6,6,7,0,12,0,0,0,0,0,0,0,0,28,8,5,0,12,0,0,1,0,0,0,0,0,0,9,6,0,18,0,0,0,0,0,0,0,0,30,0,4,0,0,0,1,0,6,0,0,6,9,2,3,0,12,0,0,0,0,0,0,0,22,2,2,0,12,0,0,1,0,0,0,4,3,0,6,0,0,0,0,0,15,4,1,0,12,0,1,0,0,0,0,3.807354922,-0.716742134,32.78,32.78,-6.806784027,132.1541223,0,3.841310694
735,O=C(NCCOCC(F)(F)C(F)F)c1cc(F)c(F)cc1Cl,Test,0,349.68,8.133833362,8,26,6,1,10,1,2,1,10,31.25,37.5,3.125,6.25,21.875,5,8,1,1,0,0,1,6,0,0,1,0,87.28088578,7.364257718,4.407056246,4.523578335,6.476558938,2.488705317,3.275759828,7.5,18.3764443,20.11047205,4.985496409,-6.5,1,1,0,0,0,0,6,2,4,1,0,0,0,0,0,0,0,0,1,0,3,0,9,0,0,0,0,3,0,0,1,0,1,3,0,0,0,0,0,1,0,0,0,0,8,1,0,0,0,0,1,1,0,0,0,0,1,0,0,2,0,0,-2.296337942,0,1.170928754,-3.858251708,-0.895259459,-3.234705262,0,-4.284322844,2.132051682,0,0,0,0,74.34755846,3,0,2,1,1,4,0,1,1,0,0,0,0,1,-1.507470548,0.568258183,-0.895259459,-1.289467086,2.132051682,0,11.80564346,-4.284322844,0,-0.312027983,0,0.602670571,-3.858251708,-0.895259459,-0.345785147,-4.284322844,0,0,0,0,11.58893872,4.307316048,12.97663649,0,5,0,37,4,5,0,76,11,0,115,51,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,2,3,0,0,0,11,2,3,0,10,0,1,0,0,2,2,4,0,6,0,1,0,0,0,0,2,5,6,3,4,0,5,1,0,0,0,0,0,0,2,0,2,2,0,5,1,0,0,1,1,1,0,0,5,1,3,0,3,1,0,0,3,0,0,1,0,0,3,0,4,0,0,0,2,0,0,0,5,0,2,0,5,1,0,0,0,0,3,0,0,0,7,1,0,0,0,3,3,0,0,0,10,1,0,0,0,0,0,3,-0.085543805,38.33,38.33,-3.989938364,143.9162452,18.01075068,3.631788537
752,O=C(NCCS(=O)CCNC(=O)C(F)(F)F)C(F)(F)F,Test,0,328.27,8.15185009,9,22,6,3,10,2,3,1,12,33.33333333,26.66666667,6.666666667,10,20,6,0,0,0,0,0,0,0,0,0,0,0,0,5.624916223,2.555361092,5.051543907,6.595933728,1.61684639,3.05115023,4.5,16.48787965,17.94045688,3.901022657,-8.25,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,-1.829603096,0,0,0,-4.389121866,0,0,-10.10679499,2.905239198,0,0,0,0,70.40956026,4,0,0,0,2,0,0,2,2,0,0,0,0,0,-0.54348045,0,-2.194560933,0,1.452619599,0,11.73492671,-5.053397496,0,-0.371321098,0,0,0,-2.194560933,0,-5.053397496,0,0,0,0,11.15140684,0,11.73492671,6,28,6,72,0,22,10,126,0,36,120,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,4,2,2,0,0,3,4,4,2,6,0,2,0,0,6,0,4,0,0,0,0,2,6,0,0,6,0,3,2,2,2,6,0,0,2,0,0,0,0,0,0,2,2,2,6,0,0,0,0,0,0,0,0,4,0,4,0,0,0,1,0,0,2,0,0,0,2,2,0,6,0,0,0,0,0,6,0,1,2,0,0,6,0,0,2,0,0,0,0,2,0,0,0,0,6,0,0,1,0,2,0,6,0,0,0,1,0,0,2,0.70505536,75.27,94.48,-1.579391342,198.2285111,36.02150137,3.952575521
756,CC[C@H](C(=O)c1cccs1)C(O)(C(F)(F)F)C(F)(F)F,Test,0,320.28,8.060156839,9,23.5,4,1,10,0,2,1,9,33.33333333,36.66666667,0,6.666666667,20,6,7,1,1,0,0,1,5,0,1,0,0,0,7.075510131,5.354895546,5.011980047,6.867723189,1.755989016,2.723344935,5.5,20.90417942,18.36810166,3.550631249,-6.5,3,1,2,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,8,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0.98474537,-0.799351852,0,3.785580121,-2.637824074,-1.375324074,-0.260393519,0,-17.06198838,0,0,0,0,0,76.32326814,1,0,3,1,1,1,0,3,0,0,0,0,1,0,-0.799351852,1.113917234,-1.375324074,-0.260393519,0,0,12.72054469,-6.001144652,0.98474537,-0.799351852,0,1.347405518,-2.637824074,-1.375324074,-0.260393519,-5.059699074,0,0,0,9.247107899,11.82743056,0,12.72054469,0,0,0,0,0,4,8,48,0,36,48,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,12,0,5,3,6,0,0,0,0,6,0,5,1,12,0,0,0,0,0,0,6,0,9,0,7,2,12,0,0,0,0,0,1,0,0,9,0,1,3,12,0,0,0,0,0,6,0,0,6,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.807354922,-0.074461934,37.3,65.54,-4.073429709,157.5889498,42.68334316,3.881805696
766,O=C(NNc1ccccc1Br)C(O)(c1cccc(C(F)(F)F)c1)c1cccc(C(F)(F)F)c1,Test,0,533.29,11.95576145,9,45,5,1,15,2,2,1,11,31.25,45.83333333,4.166666667,4.166666667,14.58333333,3,6,3,3,0,0,3,18,0,0,3,0,373.0929737,11.8786338,8.81766663,7.780844843,12.54522758,6.434263599,3.987745211,20,31.65611059,40.41145236,8.316177825,0,2,0,1,0,0,0,18,12,6,0,0,0,0,0,0,0,0,0,0,2,1,0,10,0,0,0,0,0,0,1,0,0,4,2,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,12.85777151,0,-1.294535147,-2.65894121,0,-12.51437491,4.659079507,0,0,0,0,79.47184124,0,0,12,0,1,6,0,3,2,0,0,0,1,0,0,0.512178288,-1.294535147,-1.183366685,2.162331349,0,13.24530687,-4.811144078,0,0,0,1.679259246,0,-1.294535147,0.506460512,-2.892086758,0,0,0,11.35167663,13.07105017,0,13.24530687,0,12,0,90,0,3,0,78,0,0,102,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2,2,0,1,0,29,5,4,0,6,0,1,0,0,6,7,6,0,12,0,2,0,0,0,1,0,0,21,9,9,0,12,0,0,1,0,0,0,0,0,0,9,11,0,12,0,0,0,0,0,0,0,0,23,8,8,0,12,0,0,0,0,0,0,6,0,4,3,0,12,0,0,0,6,0,6,0,26,0,1,0,12,0,0,0,6,0,0,0,0,0,18,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0,9,4.321928095,0.921786974,61.36,61.36,-7.03168769,193.365407,78.4598003,3.948326224
772,Cn1nc(C(F)(F)F)cc1-c1ccc(/C=C(\C#N)C(=O)c2cccc(C(F)(F)F)c2)s1,Test,0,455.41,6.979576997,9,45,4,2,11,3,1,1,11,26.19047619,47.61904762,7.142857143,2.380952381,14.28571429,3,20,3,3,0,0,3,16,0,2,1,0,119.6156628,10.94303336,8.419247753,7.431058339,11.62059154,6.032744942,4.003927806,20,25.57596888,37.06912,8.071778802,0.75,2,0,0,0,0,0,13,4,2,3,1,1,0,0,0,0,0,0,0,2,0,0,9,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,3,1,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1.344918522,0,1.178373134,7.543109531,0,-1.308192436,-1.443153298,0,-9.254775328,0,0,3.425145744,1.056689356,0,77.1378866,0,1,7,0,2,6,0,2,0,0,0,1,0,0,0,0.654433255,-0.899591666,-1.062101663,0,0,12.8462534,-4.645004604,1.344918522,0,1.178373134,1.497433505,0,-0.408600771,0.403294032,-4.609770724,0,0,3.425145744,0,12.51142435,0,12.86637547,17,21,12,153,0,0,5,51,0,45,147,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,4,1,2,1,0,24,8,2,4,6,0,0,0,0,6,5,4,2,9,0,0,1,3,0,0,0,0,21,5,3,4,9,0,0,1,1,3,0,0,0,0,6,3,2,12,0,0,0,0,0,0,0,0,17,6,2,2,6,0,0,0,0,0,0,3,0,6,1,2,12,0,0,0,0,0,0,0,14,4,1,2,6,0,1,1,3,0,0,5,2,0,6,0,1,0,0,0,9,5,1,0,12,0,0,0,0,0,0,4.321928095,-0.639251137,58.68,86.92,-6.447763456,162.6279699,0,4.126115069
